Flow_ID,device,eth_Type,timeout,bord,permanent,priority,input,output,mac_src,mac_dst,ipv4_src,ipv4_dst,ip_proto,port_src,port_dst,flow_duration,tot_pkts,tot_bytes,timestamp
844428677941107,of:0000000000000002,0x800,10,0,False,10,2,3,08:00:27:02:34:4F,36:79:DF:4B:CD:6D,192.168.1.26/32,192.168.1.48/32,N/A,N/A,N/A,6,6,588,09:49:33.758
844426782909555,of:0000000000000002,0x800,10,0,False,10,3,2,5A:CD:D0:3B:3A:CD,0A:70:77:7B:D0:1D,192.168.1.50/32,192.168.1.46/32,N/A,N/A,N/A,35,34,3332,09:49:33.758
844427093403252,of:0000000000000002,0x800,10,0,False,10,2,3,08:00:27:CA:01:42,36:79:DF:4B:CD:6D,192.168.1.25/32,192.168.1.48/32,N/A,N/A,N/A,104,85,8330,09:49:33.758
844428892881793,of:0000ca7544dc0642,0x800,10,0,False,10,4,3,36:79:DF:4B:CD:6D,08:00:27:CA:01:42,192.168.1.48/32,192.168.1.25/32,N/A,N/A,N/A,103,85,8330,09:49:33.271
844426154496139,of:0000ca7544dc0642,0x800,10,0,False,10,3,4,08:00:27:02:34:4F,2E:DE:3B:A0:D3:4B,192.168.1.26/32,192.168.1.45/32,N/A,N/A,N/A,94,150,14700,09:49:33.271
844426689249940,of:0000ca7544dc0642,0x800,10,0,False,10,3,4,08:00:27:02:34:4F,36:79:DF:4B:CD:6D,192.168.1.26/32,192.168.1.48/32,N/A,N/A,N/A,6,5,490,09:49:33.272
844425088137283,of:0000ca7544dc0642,0x800,10,0,False,10,4,1,0A:70:77:7B:D0:1D,08:00:27:D4:A3:EA,192.168.1.46/32,192.168.1.35/32,N/A,N/A,N/A,16,15,1470,09:49:33.272
844425471408981,of:0000ca7544dc0642,0x800,10,0,False,10,4,3,2E:DE:3B:A0:D3:4B,08:00:27:02:34:4F,192.168.1.45/32,192.168.1.26/32,N/A,N/A,N/A,94,150,14700,09:49:33.271
844427729775194,of:0000ca7544dc0642,0x800,10,0,False,10,1,4,08:00:27:D4:A3:EA,0A:70:77:7B:D0:1D,192.168.1.35/32,192.168.1.46/32,N/A,N/A,N/A,16,15,1470,09:49:33.272
844427515694190,of:0000ca7544dc0642,0x800,10,0,False,10,3,4,08:00:27:CA:01:42,36:79:DF:4B:CD:6D,192.168.1.25/32,192.168.1.48/32,N/A,N/A,N/A,103,85,8330,09:49:33.271
844425238594674,of:0000ca7544dc0642,0x800,10,0,False,10,4,3,36:79:DF:4B:CD:6D,08:00:27:02:34:4F,192.168.1.48/32,192.168.1.26/32,N/A,N/A,N/A,6,5,490,09:49:33.272
844428405532405,of:0000ca7544dc0642,0x800,10,0,False,10,4,3,FA:81:8F:EF:27:BC,08:00:27:02:34:4F,192.168.1.47/32,192.168.1.26/32,N/A,N/A,N/A,99,94,9212,09:49:33.271
844427671454847,of:0000ca7544dc0642,0x800,10,0,False,10,3,4,08:00:27:02:34:4F,FA:81:8F:EF:27:BC,192.168.1.26/32,192.168.1.47/32,N/A,N/A,N/A,99,94,9212,09:49:33.271
844425780431362,of:0000328dd09ba943,0x800,10,1,False,10,2,3,08:00:27:02:34:4F,36:79:DF:4B:CD:6D,192.168.1.26/32,192.168.1.48/32,N/A,N/A,N/A,9,8,784,09:49:35.977
844427256866204,of:0000328dd09ba943,0x800,10,1,False,10,3,2,2E:DE:3B:A0:D3:4B,08:00:27:02:34:4F,192.168.1.45/32,192.168.1.26/32,N/A,N/A,N/A,97,152,14896,09:49:35.977
844427833836963,of:0000328dd09ba943,0x800,10,1,False,10,3,2,FA:81:8F:EF:27:BC,08:00:27:02:34:4F,192.168.1.47/32,192.168.1.26/32,N/A,N/A,N/A,102,94,9212,09:49:35.977
844425252879396,of:0000328dd09ba943,0x800,10,1,False,10,3,2,36:79:DF:4B:CD:6D,08:00:27:02:34:4F,192.168.1.48/32,192.168.1.26/32,N/A,N/A,N/A,9,8,784,09:49:35.977
844425849628838,of:0000328dd09ba943,0x800,10,1,False,10,2,3,08:00:27:02:34:4F,2E:DE:3B:A0:D3:4B,192.168.1.26/32,192.168.1.45/32,N/A,N/A,N/A,97,152,14896,09:49:35.977
844427103157757,of:0000328dd09ba943,0x800,10,1,False,10,2,3,08:00:27:02:34:4F,FA:81:8F:EF:27:BC,192.168.1.26/32,192.168.1.47/32,N/A,N/A,N/A,102,94,9212,09:49:35.977
844425334072710,of:0000000000000003,0x800,10,1,False,10,3,4,2E:DE:3B:A0:D3:4B,5A:CD:D0:3B:3A:CD,192.168.1.45/32,192.168.1.50/32,N/A,N/A,N/A,84,97,9506,09:49:35.683
844425233885337,of:0000000000000003,0x800,10,1,False,10,3,4,0A:70:77:7B:D0:1D,5A:CD:D0:3B:3A:CD,192.168.1.46/32,192.168.1.50/32,N/A,N/A,N/A,37,36,3528,09:49:35.683
844427658471977,of:0000000000000003,0x800,10,1,False,10,1,3,36:79:DF:4B:CD:6D,08:00:27:02:34:4F,192.168.1.48/32,192.168.1.26/32,N/A,N/A,N/A,8,8,784,09:49:35.683
844427651501882,of:0000000000000003,0x800,10,1,False,10,2,3,FA:E8:78:00:94:40,FA:81:8F:EF:27:BC,192.168.1.49/32,192.168.1.47/32,N/A,N/A,N/A,99,96,9408,09:49:35.683
844425775536571,of:0000000000000003,0x800,10,1,False,10,4,3,5A:CD:D0:3B:3A:CD,2E:DE:3B:A0:D3:4B,192.168.1.50/32,192.168.1.45/32,N/A,N/A,N/A,84,97,9506,09:49:35.683
844425138391626,of:0000000000000003,0x800,10,1,False,10,3,1,08:00:27:02:34:4F,36:79:DF:4B:CD:6D,192.168.1.26/32,192.168.1.48/32,N/A,N/A,N/A,8,8,784,09:49:35.683
844427823985237,of:0000000000000003,0x800,10,1,False,10,4,3,5A:CD:D0:3B:3A:CD,0A:70:77:7B:D0:1D,192.168.1.50/32,192.168.1.46/32,N/A,N/A,N/A,37,36,3528,09:49:35.683
844428306872420,of:0000000000000003,0x800,10,1,False,10,3,2,FA:81:8F:EF:27:BC,FA:E8:78:00:94:40,192.168.1.47/32,192.168.1.49/32,N/A,N/A,N/A,99,96,9408,09:49:35.683
844425453137415,of:0000000000000004,0x800,10,1,False,10,2,1,2E:DE:3B:A0:D3:4B,5A:CD:D0:3B:3A:CD,192.168.1.45/32,192.168.1.50/32,N/A,N/A,N/A,84,97,9506,09:49:35.689
844428597057185,of:0000000000000004,0x800,10,1,False,10,1,2,5A:CD:D0:3B:3A:CD,0A:70:77:7B:D0:1D,192.168.1.50/32,192.168.1.46/32,N/A,N/A,N/A,37,36,3528,09:49:35.689
844425525302385,of:0000000000000004,0x800,10,1,False,10,2,1,0A:70:77:7B:D0:1D,5A:CD:D0:3B:3A:CD,192.168.1.46/32,192.168.1.50/32,N/A,N/A,N/A,37,36,3528,09:49:35.689
844425302201847,of:0000000000000004,0x800,10,1,False,10,1,2,5A:CD:D0:3B:3A:CD,2E:DE:3B:A0:D3:4B,192.168.1.50/32,192.168.1.45/32,N/A,N/A,N/A,84,97,9506,09:49:35.689
844429065076626,of:0000000000000001,0x800,10,1,False,10,4,3,08:00:27:02:34:4F,36:79:DF:4B:CD:6D,192.168.1.26/32,192.168.1.48/32,N/A,N/A,N/A,8,8,784,09:49:35.767
844426574288531,of:0000000000000001,0x800,10,1,False,10,1,3,2E:DE:3B:A0:D3:4B,5A:CD:D0:3B:3A:CD,192.168.1.45/32,192.168.1.50/32,N/A,N/A,N/A,84,97,9506,09:49:35.767
844428661925791,of:0000000000000001,0x800,10,1,False,10,2,4,0A:70:77:7B:D0:1D,08:00:27:D4:A3:EA,192.168.1.46/32,192.168.1.35/32,N/A,N/A,N/A,18,17,1666,09:49:35.767
844428946208159,of:0000000000000001,0x800,10,1,False,10,3,4,36:79:DF:4B:CD:6D,08:00:27:02:34:4F,192.168.1.48/32,192.168.1.26/32,N/A,N/A,N/A,8,8,784,09:49:35.767
844427152304828,of:0000000000000001,0x800,10,1,False,10,3,2,5A:CD:D0:3B:3A:CD,0A:70:77:7B:D0:1D,192.168.1.50/32,192.168.1.46/32,N/A,N/A,N/A,37,36,3528,09:49:35.767
844427939527496,of:0000000000000001,0x800,10,1,False,10,3,1,5A:CD:D0:3B:3A:CD,2E:DE:3B:A0:D3:4B,192.168.1.50/32,192.168.1.45/32,N/A,N/A,N/A,84,97,9506,09:49:35.767
844428765006677,of:0000000000000001,0x800,10,1,False,10,4,3,08:00:27:02:34:4F,FA:81:8F:EF:27:BC,192.168.1.26/32,192.168.1.47/32,N/A,N/A,N/A,102,94,9212,09:49:35.767
844428190781022,of:0000000000000001,0x800,10,1,False,10,4,1,08:00:27:02:34:4F,2E:DE:3B:A0:D3:4B,192.168.1.26/32,192.168.1.45/32,N/A,N/A,N/A,97,152,14896,09:49:35.767
844427558109798,of:0000000000000001,0x800,10,1,False,10,4,2,08:00:27:D4:A3:EA,0A:70:77:7B:D0:1D,192.168.1.35/32,192.168.1.46/32,N/A,N/A,N/A,18,17,1666,09:49:35.767
844426111038582,of:0000000000000001,0x800,10,1,False,10,2,3,0A:70:77:7B:D0:1D,5A:CD:D0:3B:3A:CD,192.168.1.46/32,192.168.1.50/32,N/A,N/A,N/A,37,36,3528,09:49:35.767
844427376895098,of:0000000000000001,0x800,10,1,False,10,1,4,2E:DE:3B:A0:D3:4B,08:00:27:02:34:4F,192.168.1.45/32,192.168.1.26/32,N/A,N/A,N/A,97,152,14896,09:49:35.767
844425646736252,of:0000000000000001,0x800,10,1,False,10,3,4,FA:81:8F:EF:27:BC,08:00:27:02:34:4F,192.168.1.47/32,192.168.1.26/32,N/A,N/A,N/A,102,94,9212,09:49:35.767
844426318829465,of:0000000000000002,0x800,10,1,False,10,1,3,FA:81:8F:EF:27:BC,FA:E8:78:00:94:40,192.168.1.47/32,192.168.1.49/32,N/A,N/A,N/A,99,96,9408,09:49:35.758
844428760151352,of:0000000000000002,0x800,10,1,False,10,2,1,08:00:27:02:34:4F,FA:81:8F:EF:27:BC,192.168.1.26/32,192.168.1.47/32,N/A,N/A,N/A,102,94,9212,09:49:35.758
844428257925564,of:0000000000000002,0x800,10,1,False,10,1,2,FA:81:8F:EF:27:BC,08:00:27:02:34:4F,192.168.1.47/32,192.168.1.26/32,N/A,N/A,N/A,102,94,9212,09:49:35.758
844425488696777,of:0000000000000002,0x800,10,1,False,10,3,2,5A:CD:D0:3B:3A:CD,2E:DE:3B:A0:D3:4B,192.168.1.50/32,192.168.1.45/32,N/A,N/A,N/A,84,97,9506,09:49:35.758
844427154239827,of:0000000000000002,0x800,10,1,False,10,3,1,FA:E8:78:00:94:40,FA:81:8F:EF:27:BC,192.168.1.49/32,192.168.1.47/32,N/A,N/A,N/A,99,96,9408,09:49:35.758
844428682471135,of:0000000000000002,0x800,10,1,False,10,3,2,36:79:DF:4B:CD:6D,08:00:27:02:34:4F,192.168.1.48/32,192.168.1.26/32,N/A,N/A,N/A,8,8,784,09:49:35.758
844428798879335,of:0000000000000002,0x800,10,1,False,10,2,3,0A:70:77:7B:D0:1D,5A:CD:D0:3B:3A:CD,192.168.1.46/32,192.168.1.50/32,N/A,N/A,N/A,37,36,3528,09:49:35.758
844429067821038,of:0000000000000002,0x800,10,1,False,10,2,3,2E:DE:3B:A0:D3:4B,5A:CD:D0:3B:3A:CD,192.168.1.45/32,192.168.1.50/32,N/A,N/A,N/A,84,97,9506,09:49:35.758
844428677941107,of:0000000000000002,0x800,10,1,False,10,2,3,08:00:27:02:34:4F,36:79:DF:4B:CD:6D,192.168.1.26/32,192.168.1.48/32,N/A,N/A,N/A,8,8,784,09:49:35.758
844426782909555,of:0000000000000002,0x800,10,1,False,10,3,2,5A:CD:D0:3B:3A:CD,0A:70:77:7B:D0:1D,192.168.1.50/32,192.168.1.46/32,N/A,N/A,N/A,37,36,3528,09:49:35.758
844426154496139,of:0000ca7544dc0642,0x800,10,1,False,10,3,4,08:00:27:02:34:4F,2E:DE:3B:A0:D3:4B,192.168.1.26/32,192.168.1.45/32,N/A,N/A,N/A,96,152,14896,09:49:35.271
844426689249940,of:0000ca7544dc0642,0x800,10,1,False,10,3,4,08:00:27:02:34:4F,36:79:DF:4B:CD:6D,192.168.1.26/32,192.168.1.48/32,N/A,N/A,N/A,8,8,784,09:49:35.272
844425088137283,of:0000ca7544dc0642,0x800,10,1,False,10,4,1,0A:70:77:7B:D0:1D,08:00:27:D4:A3:EA,192.168.1.46/32,192.168.1.35/32,N/A,N/A,N/A,18,17,1666,09:49:35.272
844425471408981,of:0000ca7544dc0642,0x800,10,1,False,10,4,3,2E:DE:3B:A0:D3:4B,08:00:27:02:34:4F,192.168.1.45/32,192.168.1.26/32,N/A,N/A,N/A,96,152,14896,09:49:35.271
844427729775194,of:0000ca7544dc0642,0x800,10,1,False,10,1,4,08:00:27:D4:A3:EA,0A:70:77:7B:D0:1D,192.168.1.35/32,192.168.1.46/32,N/A,N/A,N/A,18,17,1666,09:49:35.272
844425238594674,of:0000ca7544dc0642,0x800,10,1,False,10,4,3,36:79:DF:4B:CD:6D,08:00:27:02:34:4F,192.168.1.48/32,192.168.1.26/32,N/A,N/A,N/A,8,8,784,09:49:35.272
844428405532405,of:0000ca7544dc0642,0x800,10,1,False,10,4,3,FA:81:8F:EF:27:BC,08:00:27:02:34:4F,192.168.1.47/32,192.168.1.26/32,N/A,N/A,N/A,101,94,9212,09:49:35.272
844427671454847,of:0000ca7544dc0642,0x800,10,1,False,10,3,4,08:00:27:02:34:4F,FA:81:8F:EF:27:BC,192.168.1.26/32,192.168.1.47/32,N/A,N/A,N/A,101,94,9212,09:49:35.271
844425780431362,of:0000328dd09ba943,0x800,10,0,False,10,2,3,08:00:27:02:34:4F,36:79:DF:4B:CD:6D,192.168.1.26/32,192.168.1.48/32,N/A,N/A,N/A,11,10,980,09:49:37.977
844427256866204,of:0000328dd09ba943,0x800,10,0,False,10,3,2,2E:DE:3B:A0:D3:4B,08:00:27:02:34:4F,192.168.1.45/32,192.168.1.26/32,N/A,N/A,N/A,99,154,15092,09:49:37.977
844427833836963,of:0000328dd09ba943,0x800,10,0,False,10,3,2,FA:81:8F:EF:27:BC,08:00:27:02:34:4F,192.168.1.47/32,192.168.1.26/32,N/A,N/A,N/A,104,94,9212,09:49:37.977
844425252879396,of:0000328dd09ba943,0x800,10,0,False,10,3,2,36:79:DF:4B:CD:6D,08:00:27:02:34:4F,192.168.1.48/32,192.168.1.26/32,N/A,N/A,N/A,11,10,980,09:49:37.977
844425849628838,of:0000328dd09ba943,0x800,10,0,False,10,2,3,08:00:27:02:34:4F,2E:DE:3B:A0:D3:4B,192.168.1.26/32,192.168.1.45/32,N/A,N/A,N/A,99,154,15092,09:49:37.977
844427103157757,of:0000328dd09ba943,0x800,10,0,False,10,2,3,08:00:27:02:34:4F,FA:81:8F:EF:27:BC,192.168.1.26/32,192.168.1.47/32,N/A,N/A,N/A,104,94,9212,09:49:37.977
844425334072710,of:0000000000000003,0x800,10,0,False,10,3,4,2E:DE:3B:A0:D3:4B,5A:CD:D0:3B:3A:CD,192.168.1.45/32,192.168.1.50/32,N/A,N/A,N/A,86,97,9506,09:49:37.683
844425233885337,of:0000000000000003,0x800,10,0,False,10,3,4,0A:70:77:7B:D0:1D,5A:CD:D0:3B:3A:CD,192.168.1.46/32,192.168.1.50/32,N/A,N/A,N/A,39,38,3724,09:49:37.683
844427658471977,of:0000000000000003,0x800,10,0,False,10,1,3,36:79:DF:4B:CD:6D,08:00:27:02:34:4F,192.168.1.48/32,192.168.1.26/32,N/A,N/A,N/A,10,10,980,09:49:37.683
844427651501882,of:0000000000000003,0x800,10,0,False,10,2,3,FA:E8:78:00:94:40,FA:81:8F:EF:27:BC,192.168.1.49/32,192.168.1.47/32,N/A,N/A,N/A,101,97,9506,09:49:37.683
844425775536571,of:0000000000000003,0x800,10,0,False,10,4,3,5A:CD:D0:3B:3A:CD,2E:DE:3B:A0:D3:4B,192.168.1.50/32,192.168.1.45/32,N/A,N/A,N/A,86,97,9506,09:49:37.683
844425138391626,of:0000000000000003,0x800,10,0,False,10,3,1,08:00:27:02:34:4F,36:79:DF:4B:CD:6D,192.168.1.26/32,192.168.1.48/32,N/A,N/A,N/A,10,10,980,09:49:37.683
844427823985237,of:0000000000000003,0x800,10,0,False,10,4,3,5A:CD:D0:3B:3A:CD,0A:70:77:7B:D0:1D,192.168.1.50/32,192.168.1.46/32,N/A,N/A,N/A,39,38,3724,09:49:37.683
844428306872420,of:0000000000000003,0x800,10,0,False,10,3,2,FA:81:8F:EF:27:BC,FA:E8:78:00:94:40,192.168.1.47/32,192.168.1.49/32,N/A,N/A,N/A,101,97,9506,09:49:37.683
844425453137415,of:0000000000000004,0x800,10,0,False,10,2,1,2E:DE:3B:A0:D3:4B,5A:CD:D0:3B:3A:CD,192.168.1.45/32,192.168.1.50/32,N/A,N/A,N/A,86,97,9506,09:49:37.689
844428597057185,of:0000000000000004,0x800,10,0,False,10,1,2,5A:CD:D0:3B:3A:CD,0A:70:77:7B:D0:1D,192.168.1.50/32,192.168.1.46/32,N/A,N/A,N/A,39,38,3724,09:49:37.689
844425525302385,of:0000000000000004,0x800,10,0,False,10,2,1,0A:70:77:7B:D0:1D,5A:CD:D0:3B:3A:CD,192.168.1.46/32,192.168.1.50/32,N/A,N/A,N/A,39,38,3724,09:49:37.689
844425302201847,of:0000000000000004,0x800,10,0,False,10,1,2,5A:CD:D0:3B:3A:CD,2E:DE:3B:A0:D3:4B,192.168.1.50/32,192.168.1.45/32,N/A,N/A,N/A,86,97,9506,09:49:37.689
844429065076626,of:0000000000000001,0x800,10,0,False,10,4,3,08:00:27:02:34:4F,36:79:DF:4B:CD:6D,192.168.1.26/32,192.168.1.48/32,N/A,N/A,N/A,10,10,980,09:49:37.767
844426574288531,of:0000000000000001,0x800,10,0,False,10,1,3,2E:DE:3B:A0:D3:4B,5A:CD:D0:3B:3A:CD,192.168.1.45/32,192.168.1.50/32,N/A,N/A,N/A,86,97,9506,09:49:37.767
844428661925791,of:0000000000000001,0x800,10,0,False,10,2,4,0A:70:77:7B:D0:1D,08:00:27:D4:A3:EA,192.168.1.46/32,192.168.1.35/32,N/A,N/A,N/A,20,19,1862,09:49:37.767
844428946208159,of:0000000000000001,0x800,10,0,False,10,3,4,36:79:DF:4B:CD:6D,08:00:27:02:34:4F,192.168.1.48/32,192.168.1.26/32,N/A,N/A,N/A,10,10,980,09:49:37.767
844427152304828,of:0000000000000001,0x800,10,0,False,10,3,2,5A:CD:D0:3B:3A:CD,0A:70:77:7B:D0:1D,192.168.1.50/32,192.168.1.46/32,N/A,N/A,N/A,39,38,3724,09:49:37.767
844427939527496,of:0000000000000001,0x800,10,0,False,10,3,1,5A:CD:D0:3B:3A:CD,2E:DE:3B:A0:D3:4B,192.168.1.50/32,192.168.1.45/32,N/A,N/A,N/A,86,97,9506,09:49:37.767
844428765006677,of:0000000000000001,0x800,10,0,False,10,4,3,08:00:27:02:34:4F,FA:81:8F:EF:27:BC,192.168.1.26/32,192.168.1.47/32,N/A,N/A,N/A,104,94,9212,09:49:37.767
844428190781022,of:0000000000000001,0x800,10,0,False,10,4,1,08:00:27:02:34:4F,2E:DE:3B:A0:D3:4B,192.168.1.26/32,192.168.1.45/32,N/A,N/A,N/A,99,154,15092,09:49:37.767
844427558109798,of:0000000000000001,0x800,10,0,False,10,4,2,08:00:27:D4:A3:EA,0A:70:77:7B:D0:1D,192.168.1.35/32,192.168.1.46/32,N/A,N/A,N/A,20,19,1862,09:49:37.767
844426111038582,of:0000000000000001,0x800,10,0,False,10,2,3,0A:70:77:7B:D0:1D,5A:CD:D0:3B:3A:CD,192.168.1.46/32,192.168.1.50/32,N/A,N/A,N/A,39,38,3724,09:49:37.767
844427376895098,of:0000000000000001,0x800,10,0,False,10,1,4,2E:DE:3B:A0:D3:4B,08:00:27:02:34:4F,192.168.1.45/32,192.168.1.26/32,N/A,N/A,N/A,99,154,15092,09:49:37.767
844425646736252,of:0000000000000001,0x800,10,0,False,10,3,4,FA:81:8F:EF:27:BC,08:00:27:02:34:4F,192.168.1.47/32,192.168.1.26/32,N/A,N/A,N/A,104,94,9212,09:49:37.767
844426318829465,of:0000000000000002,0x800,10,0,False,10,1,3,FA:81:8F:EF:27:BC,FA:E8:78:00:94:40,192.168.1.47/32,192.168.1.49/32,N/A,N/A,N/A,101,97,9506,09:49:37.758
844428760151352,of:0000000000000002,0x800,10,0,False,10,2,1,08:00:27:02:34:4F,FA:81:8F:EF:27:BC,192.168.1.26/32,192.168.1.47/32,N/A,N/A,N/A,104,94,9212,09:49:37.758
844428257925564,of:0000000000000002,0x800,10,0,False,10,1,2,FA:81:8F:EF:27:BC,08:00:27:02:34:4F,192.168.1.47/32,192.168.1.26/32,N/A,N/A,N/A,104,94,9212,09:49:37.758
844425488696777,of:0000000000000002,0x800,10,0,False,10,3,2,5A:CD:D0:3B:3A:CD,2E:DE:3B:A0:D3:4B,192.168.1.50/32,192.168.1.45/32,N/A,N/A,N/A,86,97,9506,09:49:37.758
844427154239827,of:0000000000000002,0x800,10,0,False,10,3,1,FA:E8:78:00:94:40,FA:81:8F:EF:27:BC,192.168.1.49/32,192.168.1.47/32,N/A,N/A,N/A,101,97,9506,09:49:37.758
844428682471135,of:0000000000000002,0x800,10,0,False,10,3,2,36:79:DF:4B:CD:6D,08:00:27:02:34:4F,192.168.1.48/32,192.168.1.26/32,N/A,N/A,N/A,10,10,980,09:49:37.758
